Year,Site,Plot,Area sampled (m2),BD (cm),DBH (cm),Diam (cm),Basal area (cm2 tree-1),Basal area (cm2 m-2),Stem biomass (g dry wt),Branch biomass (g dry wt),Foliage biomass (g dry wt),Total biomass SUM COMP (g dry wt),Tot biomass CALC ALLOM (g dry wt) ,Stem Carbon (g C m-2),Branch Carbon (g C m-2),Foliage Carbon (g C m-2),Total Tree Carbon SUM COMP (g C m-2),Tot Tree Carbon CALC ALLOM (g C m-2) ,,,,,,,,,Notes
2015,HDS2,2,60,,6.16,6.16,29.80,0.50,3705.53,2595.67,525.73,6826.93,6924.61,29.03,20.77,4.03,53.82,54.24,,,,,,,,,
2015,HDS2,2,60,,6.21,6.21,30.29,0.50,3768.98,2637.76,531.76,6938.50,7038.05,29.52,21.10,4.08,54.70,55.13,,,,,,,,,
2015,HDS2,2,60,,6.34,6.34,31.57,0.53,3936.58,2748.79,547.52,7232.88,7337.32,30.84,21.99,4.20,57.02,57.48,,,,,,,,,
2015,HDS2,2,60,,6.38,6.38,31.97,0.53,3988.91,2783.41,552.40,7324.72,7430.66,31.25,22.27,4.24,57.75,58.21,,,,,,,,,
2015,HDS2,2,60,,6.51,6.51,33.29,0.55,4161.51,2897.41,568.33,7627.25,7738.13,32.60,23.18,4.36,60.14,60.62,,,,,,,,,
2015,HDS2,2,60,,6.78,6.78,36.10,0.60,4532.25,3141.45,601.85,8275.55,8396.72,35.50,25.13,4.61,65.25,65.77,,,,,,,,,
2015,HDS2,2,60,,6.87,6.87,37.07,0.62,4659.51,3224.98,613.15,8497.64,8622.26,36.50,25.80,4.70,67.00,67.54,,,,,,,,,
2015,HDS2,2,60,,6.91,6.91,37.50,0.63,4716.66,3262.46,618.19,8597.31,8723.46,36.95,26.10,4.74,67.79,68.33,,,,,,,,,
2015,HDS2,2,60,,7.58,7.58,45.13,0.75,5728.44,3922.16,704.35,10354.95,10506.86,44.87,31.38,5.40,81.65,82.30,,,,,,,,,
2015,HDS2,2,60,,9,9,63.62,1.06,8215.62,5519.83,897.30,14632.75,14837.66,64.36,44.16,6.88,115.39,116.23,,,,,,,,,
2015,HDS2,2,60,,9.5,9.5,70.88,1.18,9203.45,6146.86,968.38,16318.69,16541.03,72.09,49.17,7.42,128.69,129.57,,,,,,,,,
2015,HDS2,3,60,1.1,,1.1,0.95,0.02,10.21,28.07,25.89,64.17,48.94,0.08,0.22,0.20,0.50,0.38,,,,,,,,,
2015,HDS2,3,60,1.21,,1.21,1.15,0.02,13.03,34.38,29.73,77.15,60.71,0.10,0.28,0.23,0.61,0.48,,,,,,,,,
2015,HDS2,3,60,1.25,,1.25,1.23,0.02,14.16,36.85,31.16,82.18,65.34,0.11,0.29,0.24,0.64,0.51,,,,,,,,,
2015,HDS2,3,60,1.28,,1.28,1.29,0.02,15.05,38.76,32.26,86.07,68.94,0.12,0.31,0.25,0.68,0.54,,,,,,,,,
2015,HDS2,3,60,1.49,,1.49,1.74,0.03,22.20,53.57,40.20,115.98,97.18,0.17,0.43,0.31,0.91,0.76,,,,,,,,,
2015,HDS2,3,60,,0.62,0.62,0.30,0.01,29.84,26.91,20.64,77.38,68.56,0.23,0.22,0.16,0.61,0.54,,,,,,,,,
2015,HDS2,3,60,,0.63,0.63,0.31,0.01,30.86,27.78,21.11,79.74,70.80,0.24,0.22,0.16,0.63,0.55,,,,,,,,,
2015,HDS2,3,60,,0.67,0.67,0.35,0.01,35.11,31.40,23.03,89.54,80.12,0.28,0.25,0.18,0.70,0.63,,,,,,,,,
2015,HDS2,3,60,,0.76,0.76,0.45,0.01,45.76,40.35,27.50,113.61,103.22,0.36,0.32,0.21,0.89,0.81,,,,,,,,,
2015,HDS2,3,60,,0.89,0.89,0.62,0.01,63.75,55.24,34.36,153.35,141.78,0.50,0.44,0.26,1.20,1.11,,,,,,,,,
2015,HDS2,3,60,,0.99,0.99,0.77,0.01,79.72,68.28,39.93,187.93,175.62,0.62,0.55,0.31,1.48,1.38,,,,,,,,,
2015,HDS2,3,60,,1.19,1.19,1.11,0.02,117.32,98.47,51.76,267.55,254.21,0.92,0.79,0.40,2.10,1.99,,,,,,,,,
2015,HDS2,3,60,,1.2,1.2,1.13,0.02,119.40,100.13,52.37,271.90,258.52,0.94,0.80,0.40,2.14,2.03,,,,,,,,,
2015,HDS2,3,60,,1.2,1.2,1.13,0.02,119.40,100.13,52.37,271.90,258.52,0.94,0.80,0.40,2.14,2.03,,,,,,,,,
2015,HDS2,3,60,,1.27,1.27,1.27,0.02,134.50,112.09,56.73,303.32,289.72,1.05,0.90,0.43,2.39,2.27,,,,,,,,,
2015,HDS2,3,60,,1.29,1.29,1.31,0.02,138.99,115.63,57.99,312.61,298.97,1.09,0.93,0.44,2.46,2.34,,,,,,,,,
2015,HDS2,3,60,,1.3,1.3,1.33,0.02,141.26,117.42,58.63,317.30,303.64,1.11,0.94,0.45,2.50,2.38,,,,,,,,,
2015,HDS2,3,60,,1.43,1.43,1.61,0.03,172.56,141.94,67.06,381.56,367.76,1.35,1.14,0.51,3.00,2.88,,,,,,,,,
2015,HDS2,3,60,,1.46,1.46,1.67,0.03,180.25,147.93,69.05,397.23,383.43,1.41,1.18,0.53,3.12,3.00,,,,,,,,,
2015,HDS2,3,60,,1.47,1.47,1.70,0.03,182.85,149.95,69.72,402.52,388.73,1.43,1.20,0.53,3.17,3.05,,,,,,,,,
2015,HDS2,3,60,,1.5,1.5,1.77,0.03,190.78,156.10,71.74,418.61,404.84,1.49,1.25,0.55,3.29,3.17,,,,,,,,,
2015,HDS2,3,60,,1.54,1.54,1.86,0.03,201.62,164.49,74.45,440.56,426.83,1.58,1.32,0.57,3.47,3.34,,,,,,,,,
2015,HDS2,3,60,,1.57,1.57,1.94,0.03,209.95,170.93,76.50,457.39,443.71,1.64,1.37,0.59,3.60,3.48,,,,,,,,,
2015,HDS2,3,60,,1.62,1.62,2.06,0.03,224.24,181.94,79.96,486.14,472.57,1.76,1.46,0.61,3.83,3.70,,,,,,,,,
2015,HDS2,3,60,,1.63,1.63,2.09,0.03,227.16,184.18,80.66,491.99,478.45,1.78,1.47,0.62,3.87,3.75,,,,,,,,,
2015,HDS2,3,60,,1.67,1.67,2.19,0.04,239.02,193.28,83.46,515.76,502.34,1.87,1.55,0.64,4.06,3.93,,,,,,,,,
2015,HDS2,3,60,,1.67,1.67,2.19,0.04,239.02,193.28,83.46,515.76,502.34,1.87,1.55,0.64,4.06,3.93,,,,,,,,,
2015,HDS2,3,60,,1.7,1.7,2.27,0.04,248.13,200.25,85.58,533.96,520.64,1.94,1.60,0.66,4.20,4.08,,,,,,,,,
2015,HDS2,3,60,,1.7,1.7,2.27,0.04,248.13,200.25,85.58,533.96,520.64,1.94,1.60,0.66,4.20,4.08,,,,,,,,,
2015,HDS2,3,60,,1.8,1.8,2.54,0.04,279.77,224.38,92.77,596.91,584.03,2.19,1.80,0.71,4.70,4.57,,,,,,,,,
2015,HDS2,3,60,,1.89,1.89,2.81,0.05,309.96,247.25,99.37,656.58,644.21,2.43,1.98,0.76,5.17,5.05,,,,,,,,,
2015,HDS2,3,60,,1.9,1.9,2.84,0.05,313.41,249.86,100.11,663.39,651.08,2.46,2.00,0.77,5.22,5.10,,,,,,,,,
2015,HDS2,3,60,,1.94,1.94,2.96,0.05,327.43,260.44,103.10,690.97,678.92,2.56,2.08,0.79,5.44,5.32,,,,,,,,,
2015,HDS2,3,60,,1.95,1.95,2.99,0.05,330.98,263.12,103.85,697.95,685.97,2.59,2.10,0.80,5.49,5.37,,,,,,,,,
2015,HDS2,3,60,,2.05,2.05,3.30,0.06,367.63,290.65,111.44,769.72,758.51,2.88,2.33,0.85,6.06,5.94,,,,,,,,,
2015,HDS2,3,60,,2.35,2.35,4.34,0.07,489.75,381.42,135.10,1006.28,998.12,3.84,3.05,1.04,7.92,7.82,,,,,,,,,
2015,HDS2,3,60,,2.41,2.41,4.56,0.08,516.38,401.05,139.99,1057.42,1050.01,4.04,3.21,1.07,8.33,8.23,,,,,,,,,
2015,HDS2,3,60,,2.45,2.45,4.71,0.08,534.54,414.40,143.28,1092.22,1085.33,4.19,3.32,1.10,8.60,8.50,,,,,,,,,
2015,HDS2,3,60,,2.45,2.45,4.71,0.08,534.54,414.40,143.28,1092.22,1085.33,4.19,3.32,1.10,8.60,8.50,,,,,,,,,
2015,HDS2,3,60,,2.54,2.54,5.07,0.08,576.61,445.25,150.75,1172.61,1166.95,4.52,3.56,1.16,9.23,9.14,,,,,,,,,
2015,HDS2,3,60,,2.57,2.57,5.19,0.09,591.00,455.77,153.27,1200.05,1194.82,4.63,3.65,1.18,9.45,9.36,,,,,,,,,
2015,HDS2,3,60,,2.58,2.58,5.23,0.09,595.84,459.31,154.11,1209.27,1204.19,4.67,3.67,1.18,9.52,9.43,,,,,,,,,
2015,HDS2,3,60,,2.71,2.71,5.77,0.10,660.64,506.52,165.17,1332.33,1329.25,5.18,4.05,1.27,10.49,10.41,,,,,,,,,
2015,HDS2,3,60,,2.8,2.8,6.16,0.10,707.56,540.54,172.96,1421.06,1419.47,5.54,4.32,1.33,11.19,11.12,,,,,,,,,
2015,HDS2,3,60,,3.08,3.08,7.45,0.12,864.35,653.43,197.84,1715.62,1719.19,6.77,5.23,1.52,13.51,13.47,,,,,,,,,
2015,HDS2,3,60,,3.11,3.11,7.60,0.13,882.12,666.16,200.56,1748.84,1753.02,6.91,5.33,1.54,13.78,13.73,,,,,,,,,
2015,HDS2,3,60,,3.24,3.24,8.24,0.14,961.34,722.72,212.48,1896.54,1903.41,7.53,5.78,1.63,14.94,14.91,,,,,,,,,
2015,HDS2,3,60,,3.31,3.31,8.60,0.14,1005.47,754.12,218.98,1978.58,1986.97,7.88,6.03,1.68,15.59,15.56,,,,,,,,,
2015,HDS2,3,60,,3.4,3.4,9.08,0.15,1063.74,795.47,227.43,2086.64,2097.06,8.33,6.36,1.74,16.44,16.43,,,,,,,,,
2015,HDS2,3,60,,3.42,3.42,9.19,0.15,1076.93,804.81,229.31,2111.05,2121.93,8.44,6.44,1.76,16.63,16.62,,,,,,,,,
2015,HDS2,3,60,,3.55,3.55,9.90,0.16,1164.69,866.84,241.70,2273.23,2287.16,9.12,6.93,1.85,17.91,17.92,,,,,,,,,
2015,HDS2,3,60,,3.56,3.56,9.95,0.17,1171.59,871.70,242.66,2285.96,2300.13,9.18,6.97,1.86,18.01,18.02,,,,,,,,,
2015,HDS2,3,60,,3.6,3.6,10.18,0.17,1199.41,891.30,246.51,2337.22,2352.37,9.40,7.13,1.89,18.42,18.43,,,,,,,,,
2015,HDS2,3,60,,3.7,3.7,10.75,0.18,1270.44,941.25,256.22,2467.92,2485.56,9.95,7.53,1.96,19.45,19.47,,,,,,,,,
2015,HDS2,3,60,,3.81,3.81,11.40,0.19,1351.06,997.76,267.03,2615.84,2636.31,10.58,7.98,2.05,20.61,20.65,,,,,,,,,
2015,HDS2,3,60,,3.81,3.81,11.40,0.19,1351.06,997.76,267.03,2615.84,2636.31,10.58,7.98,2.05,20.61,20.65,,,,,,,,,
2015,HDS2,3,60,,3.84,3.84,11.58,0.19,1373.49,1013.45,270.00,2656.94,2678.20,10.76,8.11,2.07,20.94,20.98,,,,,,,,,
2015,HDS2,3,60,,3.86,3.86,11.70,0.20,1388.56,1023.98,271.98,2684.52,2706.32,10.88,8.19,2.09,21.15,21.20,,,,,,,,,
2015,HDS2,3,60,,4.04,4.04,12.82,0.21,1528.03,1121.20,290.04,2939.27,2965.95,11.97,8.97,2.22,23.16,23.23,,,,,,,,,
2015,HDS2,3,60,,4.12,4.12,13.33,0.22,1592.26,1165.81,298.17,3056.25,3085.19,12.47,9.33,2.29,24.09,24.17,,,,,,,,,
2015,HDS2,3,60,,4.12,4.12,13.33,0.22,1592.26,1165.81,298.17,3056.25,3085.19,12.47,9.33,2.29,24.09,24.17,,,,,,,,,
2015,HDS2,3,60,,4.18,4.18,13.72,0.23,1641.35,1199.84,304.31,3145.50,3176.16,12.86,9.60,2.33,24.79,24.88,,,,,,,,,
2015,HDS2,3,60,,4.2,4.2,13.85,0.23,1657.89,1211.29,306.36,3175.54,3206.78,12.99,9.69,2.35,25.03,25.12,,,,,,,,,
2015,HDS2,3,60,,4.23,4.23,14.05,0.23,1682.85,1228.57,309.45,3220.88,3252.99,13.18,9.83,2.37,25.38,25.48,,,,,,,,,
2015,HDS2,3,60,,4.35,4.35,14.86,0.25,1784.67,1298.90,321.90,3405.48,3441.13,13.98,10.39,2.47,26.84,26.96,,,,,,,,,
2015,HDS2,3,60,,4.38,4.38,15.07,0.25,1810.62,1316.79,325.04,3452.45,3489.00,14.18,10.53,2.49,27.21,27.33,,,,,,,,,
2015,HDS2,3,60,,4.4,4.4,15.21,0.25,1828.02,1328.78,327.13,3483.94,3521.10,14.32,10.63,2.51,27.46,27.58,,,,,,,,,
2015,HDS2,3,60,,4.42,4.42,15.34,0.26,1845.52,1340.83,329.23,3515.58,3553.34,14.46,10.73,2.52,27.71,27.83,,,,,,,,,
2015,HDS2,3,60,,4.43,4.43,15.41,0.26,1854.30,1346.87,330.28,3531.45,3569.52,14.53,10.77,2.53,27.83,27.96,,,,,,,,,
2015,HDS2,3,60,,4.5,4.5,15.90,0.27,1916.36,1389.56,337.66,3643.58,3683.79,15.01,11.12,2.59,28.72,28.86,,,,,,,,,
2015,HDS2,3,60,,4.54,4.54,16.19,0.27,1952.31,1414.24,341.90,3708.46,3749.91,15.29,11.31,2.62,29.23,29.37,,,,,,,,,
2015,HDS2,3,60,,4.58,4.58,16.47,0.27,1988.61,1439.15,346.16,3773.91,3816.61,15.58,11.51,2.65,29.74,29.90,,,,,,,,,
2015,HDS2,3,60,,4.6,4.6,16.62,0.28,2006.89,1451.68,348.29,3806.86,3850.18,15.72,11.61,2.67,30.00,30.16,,,,,,,,,
2015,HDS2,3,60,,4.65,4.65,16.98,0.28,2052.97,1483.25,353.64,3889.86,3934.76,16.08,11.87,2.71,30.66,30.82,,,,,,,,,
2015,HDS2,3,60,,4.75,4.75,17.72,0.30,2146.78,1547.40,364.41,4058.60,4106.69,16.82,12.38,2.79,31.99,32.17,,,,,,,,,
2015,HDS2,3,60,,4.75,4.75,17.72,0.30,2146.78,1547.40,364.41,4058.60,4106.69,16.82,12.38,2.79,31.99,32.17,,,,,,,,,
2015,HDS2,3,60,,4.82,4.82,18.25,0.30,2213.76,1593.11,372.01,4178.88,4229.24,17.34,12.74,2.85,32.94,33.13,,,,,,,,,
2015,HDS2,3,60,,4.85,4.85,18.47,0.31,2242.79,1612.91,375.28,4230.97,4282.32,17.57,12.90,2.88,33.35,33.54,,,,,,,,,
2015,HDS2,3,60,,4.94,4.94,19.17,0.32,2331.08,1673.02,385.13,4389.23,4443.54,18.26,13.38,2.95,34.60,34.81,,,,,,,,,
2015,HDS2,3,60,,4.95,4.95,19.24,0.32,2341.00,1679.76,386.23,4407.00,4461.64,18.34,13.44,2.96,34.74,34.95,,,,,,,,,
2015,HDS2,3,60,,5.09,5.09,20.35,0.34,2482.21,1775.63,401.72,4659.56,4718.90,19.44,14.21,3.08,36.73,36.96,,,,,,,,,
2015,HDS2,3,60,,5.24,5.24,21.57,0.36,2638.32,1881.28,418.52,4938.11,5002.58,20.67,15.05,3.21,38.93,39.19,,,,,,,,,
2015,HDS2,3,60,,5.38,5.38,22.73,0.38,2788.52,1982.62,434.37,5205.51,5274.85,21.84,15.86,3.33,41.03,41.32,,,,,,,,,
2015,HDS2,3,60,,5.39,5.39,22.82,0.38,2799.42,1989.96,435.51,5224.89,5294.58,21.93,15.92,3.34,41.19,41.47,,,,,,,,,
2015,HDS2,3,60,,5.41,5.41,22.99,0.38,2821.27,2004.68,437.79,5263.75,5334.14,22.10,16.04,3.36,41.49,41.78,,,,,,,,,
2015,HDS2,3,60,,5.44,5.44,23.24,0.39,2854.23,2026.87,441.21,5322.31,5393.76,22.36,16.21,3.38,41.96,42.25,,,,,,,,,
2015,HDS2,3,60,,5.66,5.66,25.16,0.42,3102.03,2193.25,466.58,5761.86,5841.16,24.30,17.55,3.58,45.42,45.76,,,,,,,,,
2015,HDS2,3,60,,6.15,6.15,29.71,0.50,3692.91,2587.29,524.53,6804.73,6902.03,28.93,20.70,4.02,53.65,54.07,,,,,,,,,
2015,HDS2,3,60,,6.16,6.16,29.80,0.50,3705.53,2595.67,525.73,6826.93,6924.61,29.03,20.77,4.03,53.82,54.24,,,,,,,,,
2015,HDS2,3,60,,6.64,6.64,34.63,0.58,4337.95,3013.69,584.40,7936.03,8051.85,33.98,24.11,4.48,62.57,63.07,,,,,,,,,
2015,HDS2,3,60,,6.87,6.87,37.07,0.62,4659.51,3224.98,613.15,8497.64,8622.26,36.50,25.80,4.70,67.00,67.54,,,,,,,,,
2015,HDS2,3,60,,6.99,6.99,38.37,0.64,4832.07,3338.05,628.30,8798.42,8927.65,37.85,26.70,4.82,69.37,69.93,,,,,,,,,
2015,HDS2,3,60,,7.24,7.24,41.17,0.69,5202.14,3579.84,660.22,9442.19,9581.04,40.75,28.64,5.06,74.45,75.05,,,,,,,,,
2015,HDS2,3,60,,7.32,7.32,42.08,0.70,5323.59,3658.98,670.53,9653.10,9795.02,41.70,29.27,5.14,76.11,76.73,,,,,,,,,
2015,HDS2,3,60,,7.69,7.69,46.45,0.77,5904.41,4036.24,718.81,10659.45,10815.58,46.25,32.29,5.51,84.05,84.72,,,,,,,,,
2015,HDS2,3,60,,8.42,8.42,55.68,0.93,7143.10,4834.53,816.86,12794.48,12978.23,55.95,38.68,6.26,100.89,101.66,,,,,,,,,
2015,HDS2,3,60,,8.52,8.52,57.01,0.95,7322.41,4949.47,830.57,13102.45,13289.90,57.36,39.60,6.37,103.32,104.10,,,,,,,,,
2015,LDS1,1,240,0.62,,0.62,0.30,0.00,2.35,8.28,11.27,21.90,13.40,0.00,0.02,0.02,0.04,0.03,,,,,,,,,
2015,LDS1,1,240,0.71,,0.71,0.40,0.00,3.33,11.05,13.72,28.10,18.20,0.01,0.02,0.03,0.05,0.04,,,,,,,,,
2015,LDS1,1,240,0.73,,0.73,0.42,0.00,3.57,11.72,14.29,29.58,19.38,0.01,0.02,0.03,0.06,0.04,,,,,,,,,
2015,LDS1,1,240,0.9,,0.9,0.64,0.00,6.11,18.30,19.36,43.77,31.10,0.01,0.04,0.04,0.09,0.06,,,,,,,,,
2015,LDS1,1,240,0.98,,0.98,0.75,0.00,7.60,21.95,21.90,51.44,37.70,0.01,0.04,0.04,0.10,0.07,,,,,,,,,
2015,LDS1,1,240,1.14,,1.14,1.02,0.00,11.19,30.29,27.27,68.74,53.06,0.02,0.06,0.05,0.13,0.10,,,,,,,,,
2015,LDS1,1,240,1.18,,1.18,1.09,0.00,12.22,32.59,28.67,73.48,57.36,0.02,0.07,0.05,0.14,0.11,,,,,,,,,
2015,LDS1,1,240,1.19,,1.19,1.11,0.00,12.49,33.18,29.02,74.69,58.46,0.02,0.07,0.06,0.15,0.11,,,,,,,,,
2015,LDS1,1,240,1.22,,1.22,1.17,0.00,13.31,34.99,30.09,78.39,61.85,0.03,0.07,0.06,0.15,0.12,,,,,,,,,
2015,LDS1,1,240,1.35,,1.35,1.43,0.01,17.25,43.41,34.84,95.51,77.75,0.03,0.09,0.07,0.19,0.15,,,,,,,,,
2015,LDS1,1,240,1.36,,1.36,1.45,0.01,17.58,44.10,35.22,96.90,79.06,0.03,0.09,0.07,0.19,0.15,,,,,,,,,
2015,LDS1,1,240,1.38,,1.38,1.50,0.01,18.25,45.50,35.97,99.71,81.71,0.04,0.09,0.07,0.20,0.16,,,,,,,,,
2015,LDS1,1,240,1.42,,1.42,1.58,0.01,19.63,48.35,37.49,105.48,87.16,0.04,0.10,0.07,0.21,0.17,,,,,,,,,
2015,LDS1,1,240,1.45,,1.45,1.65,0.01,20.71,50.55,38.65,109.91,91.38,0.04,0.10,0.07,0.22,0.18,,,,,,,,,
2015,LDS1,1,240,1.68,,1.68,2.22,0.01,30.19,69.17,47.85,147.21,127.45,0.06,0.14,0.09,0.29,0.25,,,,,,,,,
2015,LDS1,1,240,1.8,,1.8,2.54,0.01,36.02,80.12,52.88,169.03,148.96,0.07,0.16,0.10,0.33,0.29,,,,,,,,,
2015,LDS1,1,240,1.9,,1.9,2.84,0.01,41.37,89.90,57.19,188.47,168.32,0.08,0.18,0.11,0.37,0.33,,,,,,,,,
2015,LDS1,1,240,2.2,,2.2,3.80,0.02,60.21,122.85,70.74,253.81,234.44,0.12,0.25,0.14,0.50,0.46,,,,,,,,,
2015,LDS1,1,240,2.58,,2.58,5.23,0.02,90.54,172.49,89.12,352.16,336.06,0.18,0.34,0.17,0.69,0.66,,,,,,,,,
2015,LDS1,1,240,,0.68,0.68,0.36,0.00,36.22,32.34,23.51,92.07,82.54,0.07,0.06,0.05,0.18,0.16,,,,,,,,,
2015,LDS1,1,240,,0.71,0.71,0.40,0.00,39.66,35.24,24.99,99.89,90.03,0.08,0.07,0.05,0.20,0.18,,,,,,,,,
2015,LDS1,1,240,,0.72,0.72,0.41,0.00,40.84,36.23,25.49,102.56,92.59,0.08,0.07,0.05,0.20,0.18,,,,,,,,,
2015,LDS1,1,240,,0.75,0.75,0.44,0.00,44.50,39.30,27.00,110.79,100.51,0.09,0.08,0.05,0.22,0.20,,,,,,,,,
2015,LDS1,1,240,,0.9,0.9,0.64,0.00,65.26,56.48,34.91,156.65,145.00,0.13,0.11,0.07,0.31,0.28,,,,,,,,,
2015,LDS1,1,240,,0.91,0.91,0.65,0.00,66.79,57.74,35.46,159.99,148.26,0.13,0.12,0.07,0.31,0.29,,,,,,,,,
2015,LDS1,1,240,,1.05,1.05,0.87,0.00,90.20,76.76,43.38,210.35,197.66,0.18,0.15,0.08,0.41,0.39,,,,,,,,,
2015,LDS1,1,240,,1.12,1.12,0.99,0.00,103.30,87.28,47.52,238.10,225.04,0.20,0.17,0.09,0.47,0.44,,,,,,,,,
2015,LDS1,1,240,,1.15,1.15,1.04,0.00,109.19,92.00,49.32,250.51,237.32,0.21,0.18,0.09,0.49,0.46,,,,,,,,,
2015,LDS1,1,240,,1.18,1.18,1.09,0.00,115.26,96.83,51.15,263.24,249.93,0.23,0.19,0.10,0.52,0.49,,,,,,,,,
2015,LDS1,1,240,,1.2,1.2,1.13,0.00,119.40,100.13,52.37,271.90,258.52,0.23,0.20,0.10,0.53,0.51,,,,,,,,,
2015,LDS1,1,240,,1.41,1.41,1.56,0.01,167.53,138.02,65.74,371.29,357.49,0.33,0.28,0.13,0.73,0.70,,,,,,,,,
2015,LDS1,1,240,,1.64,1.64,2.11,0.01,230.09,186.43,81.36,497.88,484.37,0.45,0.37,0.16,0.98,0.95,,,,,,,,,
2015,LDS1,1,240,,1.69,1.69,2.24,0.01,245.07,197.91,84.87,527.86,514.51,0.48,0.40,0.16,1.04,1.01,,,,,,,,,
2015,LDS1,1,240,,1.73,1.73,2.35,0.01,257.41,207.35,87.72,552.48,539.28,0.50,0.41,0.17,1.09,1.06,,,,,,,,,
2015,LDS1,1,240,,1.73,1.73,2.35,0.01,257.41,207.35,87.72,552.48,539.28,0.50,0.41,0.17,1.09,1.06,,,,,,,,,
2015,LDS1,1,240,,1.74,1.74,2.38,0.01,260.55,209.74,88.44,558.72,545.56,0.51,0.42,0.17,1.10,1.07,,,,,,,,,
2015,LDS1,1,240,,1.75,1.75,2.41,0.01,263.70,212.14,89.15,565.00,551.88,0.52,0.42,0.17,1.11,1.08,,,,,,,,,
2015,LDS1,1,240,,1.82,1.82,2.60,0.01,286.34,229.36,94.22,609.93,597.15,0.56,0.46,0.18,1.20,1.17,,,,,,,,,
2015,LDS1,1,240,,2.19,2.19,3.77,0.02,422.34,331.49,122.32,876.14,866.22,0.83,0.66,0.23,1.72,1.70,,,,,,,,,
2015,LDS1,1,240,,2.3,2.3,4.15,0.02,468.12,365.44,131.07,964.63,955.90,0.92,0.73,0.25,1.90,1.87,,,,,,,,,
2015,LDS1,1,240,,2.37,2.37,4.41,0.02,498.54,387.91,136.73,1023.18,1015.27,0.98,0.78,0.26,2.01,1.99,,,,,,,,,
2015,LDS1,1,240,,2.45,2.45,4.71,0.02,534.54,414.40,143.28,1092.22,1085.33,1.05,0.83,0.27,2.15,2.13,,,,,,,,,
2015,LDS1,1,240,,2.67,2.67,5.60,0.02,640.33,491.75,161.75,1293.82,1290.11,1.25,0.98,0.31,2.55,2.53,,,,,,,,,
2015,LDS1,1,240,,2.68,2.68,5.64,0.02,645.38,495.42,162.60,1303.40,1299.84,1.26,0.99,0.31,2.57,2.55,,,,,,,,,
2015,LDS1,1,240,,2.7,2.7,5.73,0.02,655.53,502.80,164.32,1322.65,1319.41,1.28,1.01,0.31,2.60,2.58,,,,,,,,,
2015,LDS1,1,240,,2.74,2.74,5.90,0.02,676.09,517.73,167.76,1361.59,1358.99,1.32,1.04,0.32,2.68,2.66,,,,,,,,,
2015,LDS1,1,240,,2.98,2.98,6.97,0.03,806.46,611.89,188.84,1607.20,1608.84,1.58,1.22,0.36,3.17,3.15,,,,,,,,,
2015,LDS1,1,240,,3.01,3.01,7.12,0.03,823.61,624.21,191.53,1639.35,1641.56,1.61,1.25,0.37,3.23,3.21,,,,,,,,,
2015,LDS1,1,240,,3.16,3.16,7.84,0.03,912.17,687.64,205.12,1804.93,1810.13,1.79,1.38,0.39,3.55,3.54,,,,,,,,,
2015,LDS1,1,240,,3.3,3.3,8.55,0.04,999.10,749.59,218.05,1966.75,1974.93,1.96,1.50,0.42,3.87,3.87,,,,,,,,,
2015,LDS1,1,240,,3.49,3.49,9.57,0.04,1123.74,837.93,235.96,2197.62,2210.13,2.20,1.68,0.45,4.33,4.33,,,,,,,,,
2015,LDS1,1,240,,3.65,3.65,10.46,0.04,1234.66,916.11,251.36,2402.12,2418.50,2.42,1.83,0.48,4.73,4.74,,,,,,,,,
2015,LDS1,1,240,,3.69,3.69,10.69,0.04,1263.24,936.19,255.25,2454.68,2472.07,2.47,1.87,0.49,4.84,4.84,,,,,,,,,
2015,LDS1,1,240,,4.07,4.07,13.01,0.05,1551.96,1137.83,293.08,2982.86,3010.39,3.04,2.28,0.56,5.88,5.90,,,,,,,,,
2015,LDS1,1,240,,4.11,4.11,13.27,0.06,1584.16,1160.19,297.15,3041.50,3070.15,3.10,2.32,0.57,5.99,6.01,,,,,,,,,
2015,LDS1,1,240,,4.3,4.3,14.52,0.06,1741.87,1269.36,316.70,3327.93,3362.09,3.41,2.54,0.61,6.56,6.58,,,,,,,,,
2015,LDS1,1,240,,4.6,4.6,16.62,0.07,2006.89,1451.68,348.29,3806.86,3850.18,3.93,2.90,0.67,7.50,7.54,,,,,,,,,
2015,LDS1,1,240,,4.71,4.71,17.42,0.07,2108.99,1521.58,360.09,3990.67,4037.48,4.13,3.04,0.69,7.86,7.91,,,,,,,,,
2015,LDS1,1,240,,5.32,5.32,22.23,0.09,2723.61,1938.87,427.55,5090.03,5157.28,5.33,3.88,0.82,10.03,10.10,,,,,,,,,
2015,LDS1,1,240,,5.42,5.42,23.07,0.10,2832.24,2012.07,438.93,5283.23,5353.98,5.55,4.02,0.84,10.41,10.48,,,,,,,,,
2015,LDS1,1,240,,5.48,5.48,23.59,0.10,2898.48,2056.63,445.80,5400.91,5473.77,5.68,4.11,0.85,10.64,10.72,,,,,,,,,
2015,LDS1,1,240,,6.24,6.24,30.58,0.13,3807.31,2663.18,535.38,7005.88,7106.55,7.46,5.33,1.03,13.81,13.92,,,,,,,,,
2015,LDS1,1,240,,6.39,6.39,32.07,0.13,4002.05,2792.09,553.62,7347.77,7454.09,7.84,5.58,1.06,14.48,14.60,,,,,,,,,
2015,LDS1,1,240,,6.42,6.42,32.37,0.13,4041.61,2818.24,557.29,7417.14,7524.60,7.91,5.64,1.07,14.62,14.74,,,,,,,,,
