Year,Site,Plot,Area sampled (m2),BD (cm),DBH (cm),Diam (cm),Basal area (cm2 tree-1),Basal area (cm2 m-2),Stem biomass (g dry wt),Branch biomass (g dry wt),Foliage biomass (g dry wt),Total biomass SUM COMP (g dry wt),Tot biomass CALC ALLOM (g dry wt) ,Stem Carbon (g C m-2),Branch Carbon (g C m-2),Foliage Carbon (g C m-2),Total Tree Carbon SUM COMP (g C m-2),Tot Tree Carbon CALC ALLOM (g C m-2) ,,,,,,,,,Notes
2014,HDF1,1,60,,2.83,2.83,6.29,0.10,723.57,552.13,175.58,1451.28,1450.20,5.67,4.42,1.35,11.43,11.36,,,,,,,,,
2014,HDF1,1,60,,3.32,3.32,8.66,0.14,1011.86,758.66,219.92,1990.44,1999.06,7.93,6.07,1.69,15.68,15.66,,,,,,,,,
2014,HDF1,1,60,,1.13,1.13,1.00,0.02,105.24,88.84,48.12,242.20,229.10,0.82,0.71,0.37,1.90,1.79,,,,,,,,,
2014,HDF1,1,60,,4.2,4.2,13.85,0.23,1657.89,1211.29,306.36,3175.54,3206.78,12.99,9.69,2.35,25.03,25.12,,,,,,,,,
2014,HDF1,1,60,1.41,,1.41,1.56,0.03,19.28,47.63,37.11,104.02,85.78,0.15,0.38,0.28,0.82,0.67,,,,,,,,,
2014,HDF1,1,60,,1.16,1.16,1.06,0.02,111.20,93.60,49.93,254.72,241.49,0.87,0.75,0.38,2.00,1.89,,,,,,,,,
2014,HDF1,1,60,,1.95,1.95,2.99,0.05,330.98,263.12,103.85,697.95,685.97,2.59,2.10,0.80,5.49,5.37,,,,,,,,,
2014,HDF1,1,60,1.12,,1.12,0.99,0.02,10.69,29.16,26.58,66.43,50.98,0.08,0.23,0.20,0.52,0.40,,,,,,,,,
2014,HDF1,1,60,,2.01,2.01,3.17,0.05,352.73,279.48,108.38,740.59,729.06,2.76,2.24,0.83,5.83,5.71,,,,,,,,,
2014,HDF1,1,60,,1.73,1.73,2.35,0.04,257.41,207.35,87.72,552.48,539.28,2.02,1.66,0.67,4.35,4.22,,,,,,,,,
2014,HDF1,1,60,,9.3,9.3,67.93,1.13,8801.27,5892.02,939.76,15633.05,15848.52,68.94,47.14,7.20,123.28,124.15,,,,,,,,,
2014,HDF1,1,60,,2.06,2.06,3.33,0.06,371.41,293.48,112.20,777.09,765.97,2.91,2.35,0.86,6.12,6.00,,,,,,,,,
2014,HDF1,1,60,,4.3,4.3,14.52,0.24,1741.87,1269.36,316.70,3327.93,3362.09,13.64,10.15,2.43,26.23,26.34,,,,,,,,,
2014,HDF1,1,60,,3.7,3.7,10.75,0.18,1270.44,941.25,256.22,2467.92,2485.56,9.95,7.53,1.96,19.45,19.47,,,,,,,,,
2014,HDF1,1,60,,6.7,6.7,35.26,0.59,4420.67,3068.12,591.86,8080.65,8198.76,34.63,24.54,4.54,63.71,64.22,,,,,,,,,
2014,HDF1,1,60,,3.4,3.4,9.08,0.15,1063.74,795.47,227.43,2086.64,2097.06,8.33,6.36,1.74,16.44,16.43,,,,,,,,,
2014,HDF1,1,60,,4.4,4.4,15.21,0.25,1828.02,1328.78,327.13,3483.94,3521.10,14.32,10.63,2.51,27.46,27.58,,,,,,,,,
2014,MDF2,1,120,,5.2,5.2,21.24,0.18,2596.20,1852.81,414.02,4863.03,4926.12,10.17,7.41,1.59,19.17,19.29,,,,,,,,,
2014,MDF2,1,120,,3.8,3.8,11.34,0.09,1343.62,992.55,266.04,2602.21,2622.42,5.26,3.97,1.02,10.25,10.27,,,,,,,,,
2014,MDF2,1,120,,3.1,3.1,7.55,0.06,876.17,661.90,199.65,1737.73,1741.71,3.43,2.65,0.77,6.84,6.82,,,,,,,,,
2014,MDF2,1,120,,1.7,1.7,2.27,0.02,248.13,200.25,85.58,533.96,520.64,0.97,0.80,0.33,2.10,2.04,,,,,,,,,
2014,MDF2,1,120,,2,2,3.14,0.03,349.06,276.72,107.62,733.39,721.79,1.37,1.11,0.41,2.89,2.83,,,,,,,,,
2014,MDF2,1,120,,3.8,3.8,11.34,0.09,1343.62,992.55,266.04,2602.21,2622.42,5.26,3.97,1.02,10.25,10.27,,,,,,,,,
2014,MDF2,1,120,,5.2,5.2,21.24,0.18,2596.20,1852.81,414.02,4863.03,4926.12,10.17,7.41,1.59,19.17,19.29,,,,,,,,,
2014,MDF2,1,120,,1.48,1.48,1.72,0.01,185.47,151.99,70.39,407.85,394.06,0.73,0.61,0.27,1.60,1.54,,,,,,,,,
2014,MDF2,1,120,,2.8,2.8,6.16,0.05,707.56,540.54,172.96,1421.06,1419.47,2.77,2.16,0.66,5.60,5.56,,,,,,,,,
2014,MDF2,1,120,,1.85,1.85,2.69,0.02,296.34,236.95,96.42,629.71,617.10,1.16,0.95,0.37,2.48,2.42,,,,,,,,,
2014,MDF2,1,120,,1.48,1.48,1.72,0.01,185.47,151.99,70.39,407.85,394.06,0.73,0.61,0.27,1.60,1.54,,,,,,,,,
2014,MDF2,1,120,0.75,,0.75,0.44,0.00,3.83,12.41,14.86,31.10,20.60,0.02,0.05,0.06,0.12,0.08,,,,,,,,,
2014,MDF2,1,120,2.08,,2.08,3.40,0.03,52.16,109.02,65.21,226.39,206.53,0.20,0.44,0.25,0.89,0.81,,,,,,,,,
2014,MDF2,1,120,0.96,,0.96,0.72,0.01,7.21,21.00,21.25,49.46,35.98,0.03,0.08,0.08,0.19,0.14,,,,,,,,,
2014,MDF2,1,120,1.74,,1.74,2.38,0.02,33.03,74.54,50.34,157.91,137.97,0.13,0.30,0.19,0.62,0.54,,,,,,,,,
2014,MDF2,1,120,,6.8,6.8,36.32,0.30,4560.37,3159.92,604.36,8324.64,8446.58,17.86,12.64,2.32,32.82,33.08,,,,,,,,,
2014,MDF2,1,120,,3.8,3.8,11.34,0.09,1343.62,992.55,266.04,2602.21,2622.42,5.26,3.97,1.02,10.25,10.27,,,,,,,,,
2014,MDF2,1,120,,1.64,1.64,2.11,0.02,230.09,186.43,81.36,497.88,484.37,0.90,0.75,0.31,1.96,1.90,,,,,,,,,
2014,MDF2,1,120,1.71,,1.71,2.30,0.02,31.59,71.83,49.09,152.51,132.66,0.12,0.29,0.19,0.60,0.52,,,,,,,,,
2014,MDF2,1,120,1.26,,1.26,1.25,0.01,14.46,37.48,31.53,83.46,66.53,0.06,0.15,0.12,0.33,0.26,,,,,,,,,
2014,MDF2,1,120,1.94,,1.94,2.96,0.02,43.64,93.98,58.95,196.57,176.44,0.17,0.38,0.23,0.77,0.69,,,,,,,,,
2014,MDF2,1,120,,1.57,1.57,1.94,0.02,209.95,170.93,76.50,457.39,443.71,0.82,0.68,0.29,1.80,1.74,,,,,,,,,
2014,MDF2,1,120,,5.5,5.5,23.76,0.20,2920.74,2071.60,448.09,5440.43,5514.00,11.44,8.29,1.72,21.44,21.60,,,,,,,,,
2014,MDF2,1,120,,4.1,4.1,13.20,0.11,1576.08,1154.58,296.13,3026.78,3055.16,6.17,4.62,1.14,11.93,11.97,,,,,,,,,
2014,MDF2,1,120,,2.02,2.02,3.20,0.03,356.43,282.25,109.14,747.82,736.37,1.40,1.13,0.42,2.94,2.88,,,,,,,,,
2014,MDF2,1,120,2.37,,2.37,4.41,0.04,72.85,143.96,78.80,295.61,277.39,0.29,0.58,0.30,1.16,1.09,,,,,,,,,
2014,MDF2,1,120,,2.09,2.09,3.43,0.03,382.86,302.05,114.51,799.42,788.56,1.50,1.21,0.44,3.15,3.09,,,,,,,,,
2014,MDF2,1,120,2.38,,2.38,4.45,0.04,73.64,145.26,79.28,298.18,280.04,0.29,0.58,0.30,1.17,1.10,,,,,,,,,
2014,MDF2,1,120,,1.55,1.55,1.89,0.02,204.37,166.63,75.13,446.13,432.42,0.80,0.67,0.29,1.75,1.69,,,,,,,,,
2014,MDF2,1,120,1.55,,1.55,1.89,0.02,24.57,58.27,42.57,125.41,106.24,0.10,0.23,0.16,0.49,0.42,,,,,,,,,
2014,MDF2,1,120,,0.64,0.64,0.32,0.00,31.89,28.66,21.59,82.14,73.07,0.12,0.11,0.08,0.32,0.29,,,,,,,,,
2014,MDF2,1,120,,5.9,5.9,27.34,0.23,3384.70,2382.20,494.72,6261.62,6349.66,13.26,9.53,1.90,24.68,24.87,,,,,,,,,
2014,MDF2,1,120,,1.9,1.9,2.84,0.02,313.41,249.86,100.11,663.39,651.08,1.23,1.00,0.38,2.61,2.55,,,,,,,,,
2014,MDF2,1,120,,3.7,3.7,10.75,0.09,1270.44,941.25,256.22,2467.92,2485.56,4.98,3.76,0.98,9.72,9.74,,,,,,,,,
2014,MDF2,1,120,,1.39,1.39,1.52,0.01,162.58,134.15,64.43,361.16,347.37,0.64,0.54,0.25,1.42,1.36,,,,,,,,,
2014,MDF2,1,120,1.29,,1.29,1.31,0.01,15.35,39.41,32.62,87.38,70.16,0.06,0.16,0.13,0.34,0.27,,,,,,,,,
2014,MDF2,2,120,,2.53,2.53,5.03,0.04,571.85,441.77,149.92,1163.54,1157.74,2.24,1.77,0.57,4.58,4.53,,,,,,,,,
2014,MDF2,2,120,,6.3,6.3,31.17,0.26,3884.60,2714.38,542.66,7141.64,7244.57,15.21,10.86,2.08,28.15,28.37,,,,,,,,,
2014,MDF2,2,120,,1.68,1.68,2.22,0.02,242.04,195.59,84.17,521.79,508.40,0.95,0.78,0.32,2.05,1.99,,,,,,,,,
2014,MDF2,2,120,,7.9,7.9,49.02,0.41,6248.10,4258.55,746.64,11253.28,11417.43,24.47,17.03,2.86,44.37,44.72,,,,,,,,,
2014,MDF2,2,120,,3.3,3.3,8.55,0.07,999.10,749.59,218.05,1966.75,1974.93,3.91,3.00,0.84,7.75,7.74,,,,,,,,,
2014,MDF2,2,120,,0.33,0.33,0.09,0.00,7.94,7.67,8.48,24.09,19.30,0.03,0.03,0.03,0.09,0.08,,,,,,,,,
2014,MDF2,2,120,,5.4,5.4,22.90,0.19,2810.33,1997.32,436.65,5244.30,5314.34,11.01,7.99,1.67,20.67,20.81,,,,,,,,,
2014,MDF2,2,120,,4.6,4.6,16.62,0.14,2006.89,1451.68,348.29,3806.86,3850.18,7.86,5.81,1.34,15.00,15.08,,,,,,,,,
2014,MDF2,2,120,,1.7,1.7,2.27,0.02,248.13,200.25,85.58,533.96,520.64,0.97,0.80,0.33,2.10,2.04,,,,,,,,,
2014,MDF2,2,120,,4.4,4.4,15.21,0.13,1828.02,1328.78,327.13,3483.94,3521.10,7.16,5.32,1.25,13.73,13.79,,,,,,,,,
2014,MDF2,2,120,,4.9,4.9,18.86,0.16,2291.62,1646.17,380.74,4318.53,4371.52,8.98,6.58,1.46,17.02,17.12,,,,,,,,,
2014,MDF2,2,120,,2.1,2.1,3.46,0.03,386.72,304.93,115.29,806.93,796.16,1.51,1.22,0.44,3.18,3.12,,,,,,,,,
2014,MDF2,2,120,,1.7,1.7,2.27,0.02,248.13,200.25,85.58,533.96,520.64,0.97,0.80,0.33,2.10,2.04,,,,,,,,,
2014,MDF2,2,120,,2.4,2.4,4.52,0.04,511.89,397.74,139.17,1048.80,1041.27,2.00,1.59,0.53,4.13,4.08,,,,,,,,,
2014,MDF2,2,120,,2.2,2.2,3.80,0.03,426.40,334.51,123.10,884.01,874.19,1.67,1.34,0.47,3.48,3.42,,,,,,,,,
2014,MDF2,2,120,,2.9,2.9,6.61,0.06,761.67,579.64,181.73,1523.04,1523.20,2.98,2.32,0.70,6.00,5.97,,,,,,,,,
2014,MDF2,2,120,,4,4,12.57,0.10,1496.43,1099.22,286.00,2881.64,2907.22,5.86,4.40,1.10,11.35,11.39,,,,,,,,,
2014,MDF2,2,120,,0.89,0.89,0.62,0.01,63.75,55.24,34.36,153.35,141.78,0.25,0.22,0.13,0.60,0.56,,,,,,,,,
2014,MDF2,2,120,,3.4,3.4,9.08,0.08,1063.74,795.47,227.43,2086.64,2097.06,4.17,3.18,0.87,8.22,8.21,,,,,,,,,
2014,MDF2,2,120,,3.1,3.1,7.55,0.06,876.17,661.90,199.65,1737.73,1741.71,3.43,2.65,0.77,6.84,6.82,,,,,,,,,
2014,MDF2,2,120,,1.63,1.63,2.09,0.02,227.16,184.18,80.66,491.99,478.45,0.89,0.74,0.31,1.94,1.87,,,,,,,,,
2014,MDF2,2,120,,5.7,5.7,25.52,0.21,3148.24,2224.20,471.24,5843.68,5924.43,12.33,8.90,1.81,23.03,23.20,,,,,,,,,
2014,MDF2,2,120,,3.4,3.4,9.08,0.08,1063.74,795.47,227.43,2086.64,2097.06,4.17,3.18,0.87,8.22,8.21,,,,,,,,,
2014,MDF2,2,120,,3.3,3.3,8.55,0.07,999.10,749.59,218.05,1966.75,1974.93,3.91,3.00,0.84,7.75,7.74,,,,,,,,,
2014,MDF2,2,120,,4.9,4.9,18.86,0.16,2291.62,1646.17,380.74,4318.53,4371.52,8.98,6.58,1.46,17.02,17.12,,,,,,,,,
2014,MDF2,2,120,,4.6,4.6,16.62,0.14,2006.89,1451.68,348.29,3806.86,3850.18,7.86,5.81,1.34,15.00,15.08,,,,,,,,,
2014,MDF2,2,120,,3.7,3.7,10.75,0.09,1270.44,941.25,256.22,2467.92,2485.56,4.98,3.76,0.98,9.72,9.74,,,,,,,,,
2014,MDF2,2,120,0.92,,0.92,0.66,0.01,6.46,19.18,19.98,45.63,32.68,0.03,0.08,0.08,0.18,0.13,,,,,,,,,
2014,MDF2,2,120,,1.22,1.22,1.17,0.01,123.62,103.48,53.61,280.70,267.25,0.48,0.41,0.21,1.10,1.05,,,,,,,,,
2014,MDF2,2,120,,5.6,5.6,24.63,0.21,3033.37,2147.23,459.62,5640.22,5717.37,11.88,8.59,1.76,22.23,22.39,,,,,,,,,
2014,MDF2,2,120,,1.95,1.95,2.99,0.02,330.98,263.12,103.85,697.95,685.97,1.30,1.05,0.40,2.75,2.69,,,,,,,,,
2014,MDF2,2,120,,1.32,1.32,1.37,0.01,145.86,121.04,59.91,326.80,313.11,0.57,0.48,0.23,1.29,1.23,,,,,,,,,
2014,MDF2,2,120,,0.62,0.62,0.30,0.00,29.84,26.91,20.64,77.38,68.56,0.12,0.11,0.08,0.30,0.27,,,,,,,,,
2014,MDF2,2,120,,3.8,3.8,11.34,0.09,1343.62,992.55,266.04,2602.21,2622.42,5.26,3.97,1.02,10.25,10.27,,,,,,,,,
2014,MDF2,2,120,,10.1,10.1,80.12,0.67,10466.61,6943.57,1055.72,18465.90,18707.85,40.99,27.77,4.05,72.82,73.27,,,,,,,,,
2014,MDF2,2,120,,5.8,5.8,26.42,0.22,3265.35,2302.53,482.93,6050.82,6135.19,12.79,9.21,1.85,23.85,24.03,,,,,,,,,
2014,MDF2,2,120,,4,4,12.57,0.10,1496.43,1099.22,286.00,2881.64,2907.22,5.86,4.40,1.10,11.35,11.39,,,,,,,,,
2014,MDF2,2,120,,6.6,6.6,34.21,0.29,4283.25,2977.67,579.44,7840.36,7954.65,16.78,11.91,2.22,30.91,31.16,,,,,,,,,
2014,MDF2,2,120,,5.7,5.7,25.52,0.21,3148.24,2224.20,471.24,5843.68,5924.43,12.33,8.90,1.81,23.03,23.20,,,,,,,,,
2014,MDF2,2,120,1.09,,1.09,0.93,0.01,9.97,27.53,25.55,63.05,47.94,0.04,0.11,0.10,0.25,0.19,,,,,,,,,
2014,MDF2,2,120,1.06,,1.06,0.88,0.01,9.29,25.94,24.54,59.76,45.01,0.04,0.10,0.09,0.23,0.18,,,,,,,,,
2014,MDF2,2,120,,1.93,1.93,2.93,0.02,323.89,257.78,102.35,684.02,671.91,1.27,1.03,0.39,2.69,2.63,,,,,,,,,
2014,MDF2,2,120,,4.2,4.2,13.85,0.12,1657.89,1211.29,306.36,3175.54,3206.78,6.49,4.85,1.17,12.51,12.56,,,,,,,,,
2014,MDF2,2,120,,5.6,5.6,24.63,0.21,3033.37,2147.23,459.62,5640.22,5717.37,11.88,8.59,1.76,22.23,22.39,,,,,,,,,
2014,MDF2,2,120,,2.8,2.8,6.16,0.05,707.56,540.54,172.96,1421.06,1419.47,2.77,2.16,0.66,5.60,5.56,,,,,,,,,
2014,MDF2,2,120,,7.2,7.2,40.72,0.34,5141.97,3540.59,655.08,9337.63,9474.94,20.14,14.16,2.51,36.81,37.11,,,,,,,,,
2014,MDF2,2,120,,2.6,2.6,5.31,0.04,605.59,466.42,155.80,1227.81,1223.02,2.37,1.87,0.60,4.83,4.79,,,,,,,,,
2014,MDF2,2,120,,2.9,2.9,6.61,0.06,761.67,579.64,181.73,1523.04,1523.20,2.98,2.32,0.70,6.00,5.97,,,,,,,,,
2014,MDF2,2,120,,6.3,6.3,31.17,0.26,3884.60,2714.38,542.66,7141.64,7244.57,15.21,10.86,2.08,28.15,28.37,,,,,,,,,
2014,MDF2,2,120,,7,7,38.48,0.32,4846.60,3347.56,629.57,8823.73,8953.34,18.98,13.39,2.41,34.79,35.07,,,,,,,,,
2014,MDF2,2,120,2.08,,2.08,3.40,0.03,52.16,109.02,65.21,226.39,206.53,0.20,0.44,0.25,0.89,0.81,,,,,,,,,
2014,MDF2,2,120,,3.9,3.9,11.95,0.10,1418.95,1045.21,275.97,2740.12,2762.98,5.56,4.18,1.06,10.80,10.82,,,,,,,,,
2014,MDF2,2,120,,1.5,1.5,1.77,0.01,190.78,156.10,71.74,418.61,404.84,0.75,0.62,0.27,1.65,1.59,,,,,,,,,
2014,MDF2,2,120,1.67,,1.67,2.19,0.02,29.73,68.30,47.43,145.47,125.75,0.12,0.27,0.18,0.57,0.49,,,,,,,,,
2014,MDF2,2,120,,0.81,0.81,0.52,0.00,52.31,45.80,30.09,128.20,117.33,0.20,0.18,0.12,0.50,0.46,,,,,,,,,
2014,MDF2,2,120,,1.54,1.54,1.86,0.02,201.62,164.49,74.45,440.56,426.83,0.79,0.66,0.29,1.73,1.67,,,,,,,,,
2014,MDF2,2,120,,0.91,0.91,0.65,0.01,66.79,57.74,35.46,159.99,148.26,0.26,0.23,0.14,0.63,0.58,,,,,,,,,
2014,MDF2,2,120,,1.26,1.26,1.25,0.01,132.28,110.34,56.10,298.72,285.16,0.52,0.44,0.22,1.17,1.12,,,,,,,,,
2014,MDF2,2,120,,1,1,0.79,0.01,81.42,69.66,40.50,191.58,179.20,0.32,0.28,0.16,0.75,0.70,,,,,,,,,
2014,MDF2,2,120,,4.3,4.3,14.52,0.12,1741.87,1269.36,316.70,3327.93,3362.09,6.82,5.08,1.21,13.11,13.17,,,,,,,,,
2014,MDF2,2,120,,5.7,5.7,25.52,0.21,3148.24,2224.20,471.24,5843.68,5924.43,12.33,8.90,1.81,23.03,23.20,,,,,,,,,
2014,MDF2,2,120,,5,5,19.63,0.16,2390.94,1713.70,391.74,4496.38,4552.69,9.36,6.85,1.50,17.72,17.83,,,,,,,,,
2014,MDF2,2,120,1.28,,1.28,1.29,0.01,15.05,38.76,32.26,86.07,68.94,0.06,0.16,0.12,0.34,0.27,,,,,,,,,
2014,MDF2,2,120,,1.46,1.46,1.67,0.01,180.25,147.93,69.05,397.23,383.43,0.71,0.59,0.26,1.56,1.50,,,,,,,,,
2014,MDF2,2,120,,5.1,5.1,20.43,0.17,2492.46,1782.58,402.84,4677.87,4737.55,9.76,7.13,1.54,18.44,18.56,,,,,,,,,
2014,MDF2,2,120,,1.24,1.24,1.21,0.01,127.91,106.88,54.85,289.64,276.13,0.50,0.43,0.21,1.14,1.08,,,,,,,,,
2014,MDF2,2,120,,1.19,1.19,1.11,0.01,117.32,98.47,51.76,267.55,254.21,0.46,0.39,0.20,1.05,1.00,,,,,,,,,
2014,MDF2,2,120,,3.7,3.7,10.75,0.09,1270.44,941.25,256.22,2467.92,2485.56,4.98,3.76,0.98,9.72,9.74,,,,,,,,,
2014,MDF2,2,120,,4.4,4.4,15.21,0.13,1828.02,1328.78,327.13,3483.94,3521.10,7.16,5.32,1.25,13.73,13.79,,,,,,,,,
2014,MDF2,2,120,,5.1,5.1,20.43,0.17,2492.46,1782.58,402.84,4677.87,4737.55,9.76,7.13,1.54,18.44,18.56,,,,,,,,,
2014,MDF2,2,120,,3.4,3.4,9.08,0.08,1063.74,795.47,227.43,2086.64,2097.06,4.17,3.18,0.87,8.22,8.21,,,,,,,,,
2014,MDF2,2,120,,6.8,6.8,36.32,0.30,4560.37,3159.92,604.36,8324.64,8446.58,17.86,12.64,2.32,32.82,33.08,,,,,,,,,
2014,MDF2,2,120,,0.73,0.73,0.42,0.00,42.04,37.24,25.99,105.27,95.20,0.16,0.15,0.10,0.41,0.37,,,,,,,,,
2014,MDF2,2,120,,3,3,7.07,0.06,817.87,620.09,190.63,1628.59,1630.62,3.20,2.48,0.73,6.41,6.39,,,,,,,,,
2014,MDF2,2,120,,6.3,6.3,31.17,0.26,3884.60,2714.38,542.66,7141.64,7244.57,15.21,10.86,2.08,28.15,28.37,,,,,,,,,
2014,MDF2,2,120,,4,4,12.57,0.10,1496.43,1099.22,286.00,2881.64,2907.22,5.86,4.40,1.10,11.35,11.39,,,,,,,,,
2014,MDF2,2,120,,3.6,3.6,10.18,0.08,1199.41,891.30,246.51,2337.22,2352.37,4.70,3.57,0.94,9.21,9.21,,,,,,,,,
2014,MDF2,2,120,,0.38,0.38,0.11,0.00,10.67,10.16,10.35,31.18,25.63,0.04,0.04,0.04,0.12,0.10,,,,,,,,,
2014,MDF2,2,120,1.86,,1.86,2.72,0.02,39.18,85.92,55.45,180.55,160.42,0.15,0.34,0.21,0.71,0.63,,,,,,,,,
2014,MDF2,2,120,,1.63,1.63,2.09,0.02,227.16,184.18,80.66,491.99,478.45,0.89,0.74,0.31,1.94,1.87,,,,,,,,,
2014,MDF2,2,120,,1.69,1.69,2.24,0.02,245.07,197.91,84.87,527.86,514.51,0.96,0.79,0.33,2.08,2.02,,,,,,,,,
2014,MDF2,2,120,,3.1,3.1,7.55,0.06,876.17,661.90,199.65,1737.73,1741.71,3.43,2.65,0.77,6.84,6.82,,,,,,,,,
2014,MDF2,2,120,,4.8,4.8,18.10,0.15,2194.51,1579.99,369.83,4144.33,4194.04,8.60,6.32,1.42,16.33,16.43,,,,,,,,,
2014,MDF2,2,120,0.78,,0.78,0.48,0.00,4.23,13.50,15.73,33.46,22.51,0.02,0.05,0.06,0.13,0.09,,,,,,,,,
2014,MDF2,2,120,,4.3,4.3,14.52,0.12,1741.87,1269.36,316.70,3327.93,3362.09,6.82,5.08,1.21,13.11,13.17,,,,,,,,,
2014,MDF2,3,120,2.64,,2.64,5.47,0.05,96.03,181.15,92.15,369.32,353.98,0.38,0.72,0.35,1.45,1.39,,,,,,,,,
2014,MDF2,3,120,,2.41,2.41,4.56,0.04,516.38,401.05,139.99,1057.42,1050.01,2.02,1.60,0.54,4.16,4.11,,,,,,,,,
2014,MDF2,3,120,,7.52,7.52,44.41,0.37,5633.63,3860.62,696.50,10190.75,10340.36,22.07,15.44,2.67,40.18,40.50,,,,,,,,,
2014,MDF2,3,120,,8.15,8.15,52.17,0.43,6670.56,4530.93,780.17,11981.65,12155.28,26.13,18.12,2.99,47.24,47.61,,,,,,,,,
2014,MDF2,3,120,,2.7,2.7,5.73,0.05,655.53,502.80,164.32,1322.65,1319.41,2.57,2.01,0.63,5.21,5.17,,,,,,,,,
2014,MDF2,3,120,,5.7,5.7,25.52,0.21,3148.24,2224.20,471.24,5843.68,5924.43,12.33,8.90,1.81,23.03,23.20,,,,,,,,,
2014,MDF2,3,120,,3.3,3.3,8.55,0.07,999.10,749.59,218.05,1966.75,1974.93,3.91,3.00,0.84,7.75,7.74,,,,,,,,,
2014,MDF2,3,120,5.4,,5.4,22.90,0.19,599.82,831.81,260.09,1691.71,1783.89,2.35,3.33,1.00,6.67,6.99,,,,,,,,,
2014,MDF2,3,120,,2.25,2.25,3.98,0.03,447.01,349.81,127.07,923.88,914.59,1.75,1.40,0.49,3.64,3.58,,,,,,,,,
2014,MDF2,3,120,,0.71,0.71,0.40,0.00,39.66,35.24,24.99,99.89,90.03,0.16,0.14,0.10,0.39,0.35,,,,,,,,,
2014,MDF2,3,120,,1.15,1.15,1.04,0.01,109.19,92.00,49.32,250.51,237.32,0.43,0.37,0.19,0.98,0.93,,,,,,,,,
2014,MDF2,3,120,,2.66,2.66,5.56,0.05,635.31,488.09,160.89,1284.29,1280.41,2.49,1.95,0.62,5.06,5.01,,,,,,,,,
2014,MDF2,3,120,,3.08,3.08,7.45,0.06,864.35,653.43,197.84,1715.62,1719.19,3.39,2.61,0.76,6.76,6.73,,,,,,,,,
2014,MDF2,3,120,2.41,,2.41,4.56,0.04,76.04,149.18,80.74,305.96,288.08,0.30,0.60,0.31,1.20,1.13,,,,,,,,,
2014,MDF2,3,120,,4.88,4.88,18.70,0.16,2272.02,1632.82,378.55,4283.40,4335.73,8.90,6.53,1.45,16.88,16.98,,,,,,,,,
2014,MDF2,3,120,,0.6,0.6,0.28,0.00,27.85,25.21,19.71,72.77,64.18,0.11,0.10,0.08,0.29,0.25,,,,,,,,,
2014,MDF2,3,120,,7.23,7.23,41.06,0.34,5187.06,3570.00,658.93,9416.00,9554.46,20.32,14.28,2.53,37.12,37.42,,,,,,,,,
2014,MDF2,3,120,,1,1,0.79,0.01,81.42,69.66,40.50,191.58,179.20,0.32,0.28,0.16,0.75,0.70,,,,,,,,,
2014,MDF2,3,120,,2.33,2.33,4.26,0.04,481.04,374.99,133.48,989.51,981.12,1.88,1.50,0.51,3.90,3.84,,,,,,,,,
2014,MDF2,3,120,,3.65,3.65,10.46,0.09,1234.66,916.11,251.36,2402.12,2418.50,4.84,3.66,0.96,9.46,9.47,,,,,,,,,
2014,MDF2,3,120,0.75,,0.75,0.44,0.00,3.83,12.41,14.86,31.10,20.60,0.02,0.05,0.06,0.12,0.08,,,,,,,,,
2014,MDF2,3,120,,1.02,1.02,0.82,0.01,84.88,72.46,41.65,198.98,186.48,0.33,0.29,0.16,0.78,0.73,,,,,,,,,
2014,MDF2,3,120,,0.28,0.28,0.06,0.00,5.62,5.53,6.73,17.88,13.87,0.02,0.02,0.03,0.07,0.05,,,,,,,,,
2014,MDF2,3,120,,1.89,1.89,2.81,0.02,309.96,247.25,99.37,656.58,644.21,1.21,0.99,0.38,2.58,2.52,,,,,,,,,
2014,MDF2,3,120,,3.73,3.73,10.93,0.09,1292.17,956.50,259.16,2507.83,2526.23,5.06,3.83,0.99,9.88,9.89,,,,,,,,,
2014,MDF2,3,120,,1.98,1.98,3.08,0.03,341.77,271.24,106.11,719.11,707.35,1.34,1.08,0.41,2.83,2.77,,,,,,,,,
2014,MDF2,3,120,,1.12,1.12,0.99,0.01,103.30,87.28,47.52,238.10,225.04,0.40,0.35,0.18,0.94,0.88,,,,,,,,,
2014,MDF2,3,120,,8.6,8.6,58.09,0.48,7467.54,5042.38,841.58,13351.51,13541.91,29.25,20.17,3.23,52.64,53.04,,,,,,,,,
2014,MDF2,3,120,,0.6,0.6,0.28,0.00,27.85,25.21,19.71,72.77,64.18,0.11,0.10,0.08,0.29,0.25,,,,,,,,,
2014,MDF2,3,120,1.49,,1.49,1.74,0.01,22.20,53.57,40.20,115.98,97.18,0.09,0.21,0.15,0.46,0.38,,,,,,,,,
2014,MDF2,3,120,,5.7,5.7,25.52,0.21,3148.24,2224.20,471.24,5843.68,5924.43,12.33,8.90,1.81,23.03,23.20,,,,,,,,,
2014,MDF2,3,120,,0.84,0.84,0.55,0.00,56.46,49.24,31.67,137.37,126.22,0.22,0.20,0.12,0.54,0.49,,,,,,,,,
2014,MDF2,3,120,,5.75,5.75,25.97,0.22,3206.52,2263.20,477.08,5946.79,6029.35,12.56,9.05,1.83,23.44,23.61,,,,,,,,,
2014,MDF2,3,120,,6.7,6.7,35.26,0.29,4420.67,3068.12,591.86,8080.65,8198.76,17.31,12.27,2.27,31.86,32.11,,,,,,,,,
